ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_in_Source
7416,Tembe,n_u006E,n,,,duarte2003a,n
7417,Tembe,ng_u014B,ŋ,,,duarte2003a,ŋ
7418,Tembe,ngw_u014Bu02B7,ŋʷ,,,duarte2003a,ŋʷ
7419,Tembe,w_u0077,w,,,duarte2003a,w
7420,Tembe,r_u027E,ɾ,,,duarte2003a,ɾ
7421,Tembe,i_u0069,i,,,duarte2003a,i
7422,Tembe,i_u0268,ɨ,,,duarte2003a,ɨ
7423,Tembe,u_u0075,u,,,duarte2003a,u
7424,Tembe,e_u0065,e,,,duarte2003a,e
7425,Tembe,_u0259,ə,,,duarte2003a,ə
7426,Tembe,o_u006F,o,,,duarte2003a,o
7427,Tembe,a_u0061,a,,,duarte2003a,a
7428,TenaQ,p_u0070,p,,,orourke2013a,p
7429,TenaQ,b_u0062,b,,,orourke2013a,b
7430,TenaQ,t_u0074,t,,,orourke2013a,t
7431,TenaQ,d_u0064,d,,,orourke2013a,d
7432,TenaQ,k_u006B,k,,,orourke2013a,k
7433,TenaQ,g_u0261,ɡ,,,orourke2013a,ɡ
7434,TenaQ,ts_u0074u0073,ts,,,orourke2013a,ts
7435,TenaQ,ts_u0074u0283,tʃ,,,orourke2013a,tʃ
7436,TenaQ,s_u0073,s,,,orourke2013a,s
7437,TenaQ,z_u007A,z,,,orourke2013a,z
7438,TenaQ,s_u0283,ʃ,,,orourke2013a,ʃ
7439,TenaQ,x_u0078,x,,,orourke2013a,x
7440,TenaQ,m_u006D,m,,,orourke2013a,m
7441,TenaQ,n_u006E,n,,,orourke2013a,n
7442,TenaQ,n_u0272,ɲ,,,orourke2013a,ɲ
7443,TenaQ,j_u006A,j,,,orourke2013a,j
7444,TenaQ,w_u0077,w,,,orourke2013a,w
7445,TenaQ,r_u027E,ɾ,,,orourke2013a,ɾ
7446,TenaQ,l_u006C,l,,,orourke2013a,l
7447,TenaQ,y_u028E,ʎ,,,orourke2013a,ʎ
7448,TenaQ,i_u0069,i,,,orourke2013a,i
7449,TenaQ,u_u0075,u,,,orourke2013a,u
7450,TenaQ,a_u0061,a,,,orourke2013a,a
7451,Tenharim,p_u0070,p,,,sampaio1998ab,p
7452,Tenharim,t_u0074,t,,,sampaio1998ab,t
7453,Tenharim,ts_u0074u0283,tʃ,,,sampaio1998ab,tʃ
7454,Tenharim,k_u006B,k,,,sampaio1998ab,k
7455,Tenharim,kw_u006Bu02B7,kʷ,,,sampaio1998ab,kʷ
7456,Tenharim,_u0294,ʔ,,,sampaio1998ab,ʔ
7457,Tenharim,b_u03B2,β,,,sampaio1998ab,β
7458,Tenharim,h_u0068,h,,,sampaio1998ab,h
7459,Tenharim,m_u006D,m,,,sampaio1998ab,m
7460,Tenharim,n_u006E,n,,,sampaio1998ab,n
7461,Tenharim,n_u0272,ɲ,,,sampaio1998ab,ɲ
7462,Tenharim,ng_u014B,ŋ,,,sampaio1998ab,ŋ
7463,Tenharim,ngw_u014Bu02B7,ŋʷ,,,sampaio1998ab,ŋʷ
7464,Tenharim,r_u027E,ɾ,,,sampaio1998ab,ɾ
7465,Tenharim,i_u0069,i,,,sampaio1998ab,i
7466,Tenharim,i_u0069u0303,ĩ,,,sampaio1998ab,ĩ
7467,Tenharim,i_u0268,ɨ,,,sampaio1998ab,ɨ
7468,Tenharim,i_u0268u0303,ɨ̃,,,sampaio1998ab,ɨ̃
7469,Tenharim,u_u0075,u,,,sampaio1998ab,u
7470,Tenharim,u_u0075u0303,ũ,,,sampaio1998ab,ũ
7471,Tenharim,e_u0065,e,,,sampaio1998ab,e
7472,Tenharim,e_u0065u0303,ẽ,,,sampaio1998ab,ẽ
7473,Tenharim,o_u006F,o,,,sampaio1998ab,o
7474,Tenharim,o_u006Fu0303,õ,,,sampaio1998ab,õ
7475,Tenharim,a_u0061,a,,,sampaio1998ab,a
7476,Tenharim,a_u0061u0303,ã,,,sampaio1998ab,ã
7477,Terena,p_u0070,p,,,silva2008ca,p
7478,Terena,t_u0074,t,,,silva2008ca,t
7479,Terena,k_u006B,k,,,silva2008ca,k
7480,Terena,_u0294,ʔ,,,silva2008ca,ʔ
7481,Terena,s_u0073,s,,,silva2008ca,s
7482,Terena,s_u0283,ʃ,,,silva2008ca,ʃ
7483,Terena,h_u0068,h,,,silva2008ca,h
7484,Terena,m_u006D,m,,,silva2008ca,m
7485,Terena,n_u006E,n,,,silva2008ca,n
7486,Terena,j_u006A,j,,,silva2008ca,j
7487,Terena,w_u0077,w,,,silva2008ca,w
7488,Terena,r_u027E,ɾ,,,silva2008ca,ɾ
7489,Terena,l_u006C,l,,,silva2008ca,l
7490,Terena,i_u0069,i,,,silva2008ca,i
7491,Terena,i_u0069u02D0,iː,,,silva2008ca,iː
7492,Terena,u_u0075,u,,,silva2008ca,u
7493,Terena,u_u0075u02D0,uː,,,silva2008ca,uː
7494,Terena,e_u025B,ɛ,,,silva2008ca,ɛ
7495,Terena,e_u025Bu02D0,ɛː,,,silva2008ca,ɛː
7496,Terena,o_u006F,o,,,silva2008ca,o
7497,Terena,o_u006Fu02D0,oː,,,silva2008ca,oː
7498,Terena,a_u0061,a,,,silva2008ca,a
7499,Terena,a_u0061u02D0,aː,,,silva2008ca,aː
7500,TicunaC,p_u0070,p,,,skilton2015a,p
7501,TicunaC,t_u0074,t,,,skilton2015a,t
7502,TicunaC,ts_u0074u0283,tʃ,,,skilton2015a,tʃ
7503,TicunaC,k_u006B,k,,,skilton2015a,k
7504,TicunaC,kw_u006Bu02B7,kʷ,,,skilton2015a,kʷ
7505,TicunaC,_u0294,ʔ,,,skilton2015a,ʔ
7506,TicunaC,b_u0062,b,,,skilton2015a,b
7507,TicunaC,d_u0064,d,,,skilton2015a,d
7508,TicunaC,j_u025F,ɟ,,,skilton2015a,ɟ
7509,TicunaC,g_u0261,ɡ,,,skilton2015a,ɡ
7510,TicunaC,w_u0077,w,,,skilton2015a,w
7511,TicunaC,r_u027E,ɾ,,,skilton2015a,ɾ
7512,TicunaC,i_u0069,i,,,skilton2015a,i
7513,TicunaC,i_u0069u0330,ḭ,,,skilton2015a,ḭ
7514,TicunaC,i_u0069u02D0,iː,,,skilton2015a,iː
7515,TicunaC,i_u0268,ɨ,,,skilton2015a,ɨ
7516,TicunaC,i_u0268u0330,ɨ̰,,,skilton2015a,ɨ̰
7517,TicunaC,i_u0268u02D0,ɨː,,,skilton2015a,ɨː
7518,TicunaC,u_u0075,u,,,skilton2015a,u
7519,TicunaC,u_u0075u0330,ṵ,,,skilton2015a,ṵ
7520,TicunaC,u_u0075u02D0,uː,,,skilton2015a,uː
7521,TicunaC,e_u0065,e,,,skilton2015a,e
7522,TicunaC,e_u0065u0330,ḛ,,,skilton2015a,ḛ
7523,TicunaC,e_u0065u02D0,eː,,,skilton2015a,eː
7524,TicunaC,o_u006F,o,,,skilton2015a,o
7525,TicunaC,o_u006Fu0330,o̰,,,skilton2015a,o̰
7526,TicunaC,o_u006Fu02D0,oː,,,skilton2015a,oː
7527,TicunaC,a_u0061,a,,,skilton2015a,a
7528,TicunaC,a_u0061u0330,a̰,,,skilton2015a,a̰
7529,TicunaC,a_u0061u02D0,aː,,,skilton2015a,aː
7530,TicunaA,p_u0070,p,,,rodr1995a,p
7531,TicunaA,t_u0074,t,,,rodr1995a,t
7532,TicunaA,ts_u0074u0283,tʃ,,,rodr1995a,tʃ
7533,TicunaA,k_u006B,k,,,rodr1995a,k
7534,TicunaA,b_u0062,b,,,rodr1995a,b
7535,TicunaA,d_u0064,d,,,rodr1995a,d
7536,TicunaA,j_u025F,ɟ,,,rodr1995a,ɟ
7537,TicunaA,g_u0261,ɡ,,,rodr1995a,ɡ
7538,TicunaA,w_u0077,w,,,rodr1995a,w
7539,TicunaA,r_u027E,ɾ,,,rodr1995a,ɾ
7540,TicunaA,i_u0069,i,,,rodr1995a,i
7541,TicunaA,i_u0069u0303,ĩ,,,rodr1995a,ĩ
7542,TicunaA,w_u026F,ɯ,,,rodr1995a,ɯ
7543,TicunaA,w_u026Fu0303,ɯ̃,,,rodr1995a,ɯ̃
7544,TicunaA,u_u0075,u,,,rodr1995a,u
7545,TicunaA,u_u0075u0303,ũ,,,rodr1995a,ũ
7546,TicunaA,e_u0065,e,,,rodr1995a,e
7547,TicunaA,e_u0065u0303,ẽ,,,rodr1995a,ẽ
7548,TicunaA,o_u006F,o,,,rodr1995a,o
7549,TicunaA,o_u006Fu0303,õ,,,rodr1995a,õ
7550,TicunaA,a_u0061,a,,,rodr1995a,a
7551,TicunaA,a_u0061u0303,ã,,,rodr1995a,ã
7552,Tinigua,ph_u0070u02B0,pʰ,,,tobar2000a,pʰ
7553,Tinigua,th_u0074u02B0,tʰ,,,tobar2000a,tʰ
7554,Tinigua,kh_u006Bu02B0,kʰ,,,tobar2000a,kʰ
7555,Tinigua,p_u0070,p,,,tobar2000a,p
7556,Tinigua,b_u0062,b,,,tobar2000a,b
7557,Tinigua,t_u0074,t,,,tobar2000a,t
7558,Tinigua,d_u0064,d,,,tobar2000a,d
7559,Tinigua,c_u0063,c,,,tobar2000a,c
7560,Tinigua,j_u025F,ɟ,,,tobar2000a,ɟ
7561,Tinigua,k_u006B,k,,,tobar2000a,k
7562,Tinigua,g_u0261,ɡ,,,tobar2000a,ɡ
7563,Tinigua,kw_u006Bu02B7,kʷ,,,tobar2000a,kʷ
7564,Tinigua,ts_u0074u0073,ts,,,tobar2000a,ts
7565,Tinigua,ts_u0074u0283,tʃ,,,tobar2000a,tʃ
7566,Tinigua,f_u0278,ɸ,,,tobar2000a,ɸ
7567,Tinigua,s_u0073,s,,,tobar2000a,s
7568,Tinigua,z_u007A,z,,,tobar2000a,z
7569,Tinigua,h_u0068,h,,,tobar2000a,h
7570,Tinigua,m_u006D,m,,,tobar2000a,m
7571,Tinigua,n_u006E,n,,,tobar2000a,n
7572,Tinigua,n_u0272,ɲ,,,tobar2000a,ɲ
7573,Tinigua,w_u0077,w,,,tobar2000a,w
7574,Tinigua,i_u0069,i,,,tobar2000a,i
7575,Tinigua,i_u0069u0330,ḭ,,,tobar2000a,ḭ
7576,Tinigua,i_u0069u02D0,iː,,,tobar2000a,iː
7577,Tinigua,i_u0268,ɨ,,,tobar2000a,ɨ
7578,Tinigua,i_u0268u0330,ɨ̰,,,tobar2000a,ɨ̰
7579,Tinigua,i_u0268u02D0,ɨː,,,tobar2000a,ɨː
7580,Tinigua,u_u0075,u,,,tobar2000a,u
7581,Tinigua,u_u0075u0330,ṵ,,,tobar2000a,ṵ
7582,Tinigua,u_u0075u02D0,uː,,,tobar2000a,uː
7583,Tinigua,e_u0065,e,,,tobar2000a,e
7584,Tinigua,e_u0065u0330,ḛ,,,tobar2000a,ḛ
7585,Tinigua,e_u0065u02D0,eː,,,tobar2000a,eː
7586,Tinigua,o_u006F,o,,,tobar2000a,o
7587,Tinigua,o_u006Fu0330,o̰,,,tobar2000a,o̰
7588,Tinigua,o_u006Fu02D0,oː,,,tobar2000a,oː
7589,Tinigua,a_u0061,a,,,tobar2000a,a
7590,Tinigua,a_u0061u0330,a̰,,,tobar2000a,a̰
7591,Tinigua,a_u0061u02D0,aː,,,tobar2000a,aː
7592,TobaLany,p_u0070,p,,,klein1978a,p
7593,TobaLany,t_u0074,t,,,klein1978a,t
7594,TobaLany,ts_u0074u0283,tʃ,,,klein1978a,tʃ
7595,TobaLany,k_u006B,k,,,klein1978a,k
7596,TobaLany,_u0294,ʔ,,,klein1978a,ʔ
7597,TobaLany,dz_u0064u0292,dʒ,,,klein1978a,dʒ
7598,TobaLany,g_u0261,ɡ,,,klein1978a,ɡ
7599,TobaLany,s_u0073,s,,,klein1978a,s
7600,TobaLany,s_u0283,ʃ,,,klein1978a,ʃ
7601,TobaLany,h_u0068,h,,,klein1978a,h
7602,TobaLany,m_u006D,m,,,klein1978a,m
7603,TobaLany,n_u006E,n,,,klein1978a,n
7604,TobaLany,n_u0272,ɲ,,,klein1978a,ɲ
7605,TobaLany,j_u006A,j,,,klein1978a,j
7606,TobaLany,w_u0077,w,,,klein1978a,w
7607,TobaLany,r_u027E,ɾ,,,klein1978a,ɾ
7608,TobaLany,l_u006C,l,,,klein1978a,l
7609,TobaLany,y_u028E,ʎ,,,klein1978a,ʎ
7610,TobaLany,i_u0069,i,,,klein1978a,i
7611,TobaLany,i_u0069u02D0,iː,,,klein1978a,iː
7612,TobaLany,e_u0065,e,,,klein1978a,e
7613,TobaLany,e_u0065u02D0,eː,,,klein1978a,eː
7614,TobaLany,o_u006F,o,,,klein1978a,o
7615,TobaLany,o_u006Fu02D0,oː,,,klein1978a,oː
7616,TobaLany,a_u0061,a,,,klein1978a,a
7617,TobaLany,a_u0061u02D0,aː,,,klein1978a,aː
7618,TobaTak,p_u0070,p,,,messineo1988a,p
7619,TobaTak,t_u0074,t,,,messineo1988a,t
7620,TobaTak,ts_u0074u0283,tʃ,,,messineo1988a,tʃ
7621,TobaTak,k_u006B,k,,,messineo1988a,k
7622,TobaTak,g_u0261,ɡ,,,messineo1988a,ɡ
7623,TobaTak,q_u0071,q,,,messineo1988a,q
7624,TobaTak,_u0294,ʔ,,,messineo1988a,ʔ
7625,TobaTak,s_u0073,s,,,messineo1988a,s
7626,TobaTak,s_u0283,ʃ,,,messineo1988a,ʃ
7627,TobaTak,z_u0292,ʒ,,,messineo1988a,ʒ
7628,TobaTak,r_u0281,ʁ,,,messineo1988a,ʁ
7629,TobaTak,h_u0068,h,,,messineo1988a,h
7630,TobaTak,m_u006D,m,,,messineo1988a,m
7631,TobaTak,n_u006E,n,,,messineo1988a,n
7632,TobaTak,n_u0272,ɲ,,,messineo1988a,ɲ
7633,TobaTak,j_u006A,j,,,messineo1988a,j
7634,TobaTak,w_u0077,w,,,messineo1988a,w
7635,TobaTak,r_u027E,ɾ,,,messineo1988a,ɾ
7636,TobaTak,l_u006C,l,,,messineo1988a,l
7637,TobaTak,y_u028E,ʎ,,,messineo1988a,ʎ
7638,TobaTak,i_u0069,i,,,messineo1988a,i
7639,TobaTak,i_u0069u02D0,iː,,,messineo1988a,iː
7640,TobaTak,e_u0065,e,,,messineo1988a,e
7641,TobaTak,e_u0065u02D0,eː,,,messineo1988a,eː
7642,TobaTak,o_u006F,o,,,messineo1988a,o
7643,TobaTak,o_u006Fu02D0,oː,,,messineo1988a,oː
7644,TobaTak,a_u0061,a,,,messineo1988a,a
7645,TobaTak,a_u0061u02D0,aː,,,messineo1988a,aː
7646,Trinitario,p_u0070,p,,,rose-a,p
7647,Trinitario,t_u0074,t,,,rose-a,t
7648,Trinitario,tj_u0074u02B2,tʲ,,,rose-a,tʲ
7649,Trinitario,c_u0063,c,,,rose-a,c
7650,Trinitario,k_u006B,k,,,rose-a,k
7651,Trinitario,_u0294,ʔ,,,rose-a,ʔ
7652,Trinitario,ts_u0074u0073,ts,,,rose-a,ts
7653,Trinitario,ts_u0074u0283,tʃ,,,rose-a,tʃ
7654,Trinitario,b_u03B2,β,,,rose-a,β
7655,Trinitario,s_u0073,s,,,rose-a,s
7656,Trinitario,c_u0063u0327,ç,,,rose-a,ç
7657,Trinitario,x_u0078,x,,,rose-a,x
7658,Trinitario,m_u006D,m,,,rose-a,m
7659,Trinitario,n_u006E,n,,,rose-a,n
7660,Trinitario,n_u0272,ɲ,,,rose-a,ɲ
7661,Trinitario,j_u006A,j,,,rose-a,j
7662,Trinitario,w_u0077,w,,,rose-a,w
7663,Trinitario,r_u027E,ɾ,,,rose-a,ɾ
7664,Trinitario,i_u0069,i,,,rose-a,i
7665,Trinitario,i_u0069u02D0,iː,,,rose-a,iː
7666,Trinitario,u_u0075,u,,,rose-a,u
7667,Trinitario,u_u0075u02D0,uː,,,rose-a,uː
7668,Trinitario,e_u0065,e,,,rose-a,e
7669,Trinitario,e_u0065u02D0,eː,,,rose-a,eː
7670,Trinitario,o_u006F,o,,,rose-a,o
7671,Trinitario,o_u006Fu02D0,oː,,,rose-a,oː
7672,Trinitario,ae_u00E6,æ,,,rose-a,æ
7673,Trinitario,ae_u00E6u02D0,æː,,,rose-a,æː
7674,Trinitario,a_u0061,a,,,rose-a,a
7675,Trinitario,a_u0061u02D0,aː,,,rose-a,aː
7676,Trio,p_u0070,p,,,meira1999a,p
7677,Trio,t_u0074,t,,,meira1999a,t
7678,Trio,k_u006B,k,,,meira1999a,k
7679,Trio,s_u0073,s,,,meira1999a,s
7680,Trio,h_u0068,h,,,meira1999a,h
7681,Trio,m_u006D,m,,,meira1999a,m
7682,Trio,n_u006E,n,,,meira1999a,n
7683,Trio,j_u006A,j,,,meira1999a,j
7684,Trio,w_u0077,w,,,meira1999a,w
7685,Trio,r_u027E,ɾ,,,meira1999a,ɾ
7686,Trio,i_u0069,i,,,meira1999a,i
7687,Trio,i_u0069u02D0,iː,,,meira1999a,iː
7688,Trio,i_u0268,ɨ,,,meira1999a,ɨ
7689,Trio,i_u0268u02D0,ɨː,,,meira1999a,ɨː
7690,Trio,u_u0075,u,,,meira1999a,u
7691,Trio,u_u0075u02D0,uː,,,meira1999a,uː
7692,Trio,e_u0065,e,,,meira1999a,e
7693,Trio,e_u0065u02D0,eː,,,meira1999a,eː
7694,Trio,_u0259,ə,,,meira1999a,ə
7695,Trio,_u0259u02D0,əː,,,meira1999a,əː
7696,Trio,o_u006F,o,,,meira1999a,o
7697,Trio,o_u006Fu02D0,oː,,,meira1999a,oː
7698,Trio,a_u0061,a,,,meira1999a,a
7699,Trio,a_u0061u02D0,aː,,,meira1999a,aː
7700,Trumai,t_u0074u032Au02BC,t̪ʼ,,,guiardello1999a,t̪ʼ
7701,Trumai,t_u0074u02BC,tʼ,,,guiardello1999a,tʼ
7702,Trumai,ts_u0074u0073u02BC,tsʼ,,,guiardello1999a,tsʼ
7703,Trumai,k_u006Bu02BC,kʼ,,,guiardello1999a,kʼ
7704,Trumai,p_u0070,p,,,guiardello1999a,p
7705,Trumai,t_u0074u032A,t̪,,,guiardello1999a,t̪
7706,Trumai,t_u0074,t,,,guiardello1999a,t
7707,Trumai,d_u0064,d,,,guiardello1999a,d
7708,Trumai,ts_u0074u0073,ts,,,guiardello1999a,ts
7709,Trumai,k_u006B,k,,,guiardello1999a,k
7710,Trumai,_u0294,ʔ,,,guiardello1999a,ʔ
7711,Trumai,f_u0278,ɸ,,,guiardello1999a,ɸ
7712,Trumai,s_u0073,s,,,guiardello1999a,s
7713,Trumai,s_u0283,ʃ,,,guiardello1999a,ʃ
7714,Trumai,x_u0078,x,,,guiardello1999a,x
7715,Trumai,h_u0068,h,,,guiardello1999a,h
7716,Trumai,m_u006D,m,,,guiardello1999a,m
7717,Trumai,n_u006E,n,,,guiardello1999a,n
7718,Trumai,j_u006A,j,,,guiardello1999a,j
7719,Trumai,w_u0077,w,,,guiardello1999a,w
7720,Trumai,r_u027E,ɾ,,,guiardello1999a,ɾ
7721,Trumai,l_u026C,ɬ,,,guiardello1999a,ɬ
7722,Trumai,l_u006C,l,,,guiardello1999a,l
7723,Trumai,i_u0069,i,,,guiardello1999a,i
7724,Trumai,i_u0268,ɨ,,,guiardello1999a,ɨ
7725,Trumai,u_u0075,u,,,guiardello1999a,u
7726,Trumai,e_u0065,e,,,guiardello1999a,e
7727,Trumai,o_u006F,o,,,guiardello1999a,o
7728,Trumai,a_u0061,a,,,guiardello1999a,a
7729,Tsafiki,p_u0070,p,,,moore1972a,p
7730,Tsafiki,t_u0074,t,,,moore1972a,t
7731,Tsafiki,k_u006B,k,,,moore1972a,k
7732,Tsafiki,_u0294,ʔ,,,moore1972a,ʔ
7733,Tsafiki,b_u0062,b,,,moore1972a,b
7734,Tsafiki,d_u0064,d,,,moore1972a,d
7735,Tsafiki,ts_u0074u0073,ts,,,moore1972a,ts
7736,Tsafiki,b_u03B2,β,,,moore1972a,β
7737,Tsafiki,s_u0073,s,,,moore1972a,s
7738,Tsafiki,h_u0068,h,,,moore1972a,h
7739,Tsafiki,m_u006D,m,,,moore1972a,m
7740,Tsafiki,n_u006E,n,,,moore1972a,n
7741,Tsafiki,j_u006A,j,,,moore1972a,j
7742,Tsafiki,w_u0077,w,,,moore1972a,w
7743,Tsafiki,r_u027E,ɾ,,,moore1972a,ɾ
7744,Tsafiki,l_u006C,l,,,moore1972a,l
7745,Tsafiki,i_u0069,i,,,moore1972a,i
7746,Tsafiki,i_u0069u0303,ĩ,,,moore1972a,ĩ
7747,Tsafiki,u_u0075,u,,,moore1972a,u
7748,Tsafiki,u_u0075u0303,ũ,,,moore1972a,ũ
7749,Tsafiki,e_u0065,e,,,moore1972a,e
7750,Tsafiki,e_u0065u0303,ẽ,,,moore1972a,ẽ
7751,Tsafiki,o_u006F,o,,,moore1972a,o
7752,Tsafiki,o_u006Fu0303,õ,,,moore1972a,õ
7753,Tsafiki,a_u0061,a,,,moore1972a,a
7754,Tsafiki,a_u0061u0303,ã,,,moore1972a,ã
7755,Tsimane,ph_u0070u02B0,pʰ,,,sakel2011a,pʰ
7756,Tsimane,tsh_u0074u0283u02B0,tʃʰ,,,sakel2011a,tʃʰ
7757,Tsimane,kh_u006Bu02B0,kʰ,,,sakel2011a,kʰ
7758,Tsimane,p_u0070,p,,,sakel2011a,p
7759,Tsimane,t_u0074,t,,,sakel2011a,t
7760,Tsimane,tj_u0074u02B2,tʲ,,,sakel2011a,tʲ
7761,Tsimane,k_u006B,k,,,sakel2011a,k
7762,Tsimane,_u0294,ʔ,,,sakel2011a,ʔ
7763,Tsimane,b_u0062,b,,,sakel2011a,b
7764,Tsimane,d_u0064,d,,,sakel2011a,d
7765,Tsimane,dj_u0064u02B2,dʲ,,,sakel2011a,dʲ
7766,Tsimane,ts_u0074u0073,ts,,,sakel2011a,ts
7767,Tsimane,ts_u0074u0283,tʃ,,,sakel2011a,tʃ
7768,Tsimane,f_u0066,f,,,sakel2011a,f
7769,Tsimane,s_u0073,s,,,sakel2011a,s
7770,Tsimane,s_u0283,ʃ,,,sakel2011a,ʃ
7771,Tsimane,h_u0068,h,,,sakel2011a,h
7772,Tsimane,m_u006D,m,,,sakel2011a,m
7773,Tsimane,n_u006E,n,,,sakel2011a,n
7774,Tsimane,n_u0272,ɲ,,,sakel2011a,ɲ
7775,Tsimane,v_u028B,ʋ,,,sakel2011a,ʋ
7776,Tsimane,j_u006A,j,,,sakel2011a,j
7777,Tsimane,r_u027E,ɾ,,,sakel2011a,ɾ
7778,Tsimane,i_u0069,i,,,sakel2011a,i
7779,Tsimane,i_u0069u0303,ĩ,,,sakel2011a,ĩ
7780,Tsimane,i_u0069u02D0,iː,,,sakel2011a,iː
7781,Tsimane,i_u0069u0303u02D0,ĩː,,,sakel2011a,ĩː
7782,Tsimane,i_u0268,ɨ,,,sakel2011a,ɨ
7783,Tsimane,i_u0268u0303,ɨ̃,,,sakel2011a,ɨ̃
7784,Tsimane,e_u0065,e,,,sakel2011a,e
7785,Tsimane,e_u0065u0303,ẽ,,,sakel2011a,ẽ
7786,Tsimane,e_u0065u02D0,eː,,,sakel2011a,eː
7787,Tsimane,e_u0065u0303u02D0,ẽː,,,sakel2011a,ẽː
7788,Tsimane,_u0259,ə,,,sakel2011a,ə
7789,Tsimane,_u0259u0303,ə̃,,,sakel2011a,ə̃
7790,Tsimane,_u0259u02D0,əː,,,sakel2011a,əː
7791,Tsimane,_u0259u0303u02D0,ə̃ː,,,sakel2011a,ə̃ː
7792,Tsimane,o_u006F,o,,,sakel2011a,o
7793,Tsimane,o_u006Fu0303,õ,,,sakel2011a,õ
7794,Tsimane,a_u0061,a,,,sakel2011a,a
7795,Tsimane,a_u0061u0303,ã,,,sakel2011a,ã
7796,Tucano,p_u0070,p,,,welch2000a,p
7797,Tucano,t_u0074,t,,,welch2000a,t
7798,Tucano,k_u006B,k,,,welch2000a,k
7799,Tucano,_u0294,ʔ,,,welch2000a,ʔ
7800,Tucano,b_u0062,b,,,welch2000a,b
7801,Tucano,d_u0064,d,,,welch2000a,d
7802,Tucano,g_u0261,ɡ,,,welch2000a,ɡ
7803,Tucano,s_u0073,s,,,welch2000a,s
7804,Tucano,h_u0068,h,,,welch2000a,h
7805,Tucano,j_u006A,j,,,welch2000a,j
7806,Tucano,w_u0077,w,,,welch2000a,w
7807,Tucano,i_u0069,i,,,welch2000a,i
7808,Tucano,i_u0268,ɨ,,,welch2000a,ɨ
7809,Tucano,u_u0075,u,,,welch2000a,u
7810,Tucano,e_u0065,e,,,welch2000a,e
7811,Tucano,o_u006F,o,,,welch2000a,o
7812,Tucano,a_u0061,a,,,welch2000a,a
7813,Tunebo,b_u0062,b,,,headland1997a,b
7814,Tunebo,t_u0074,t,,,headland1997a,t
7815,Tunebo,k_u006B,k,,,headland1997a,k
7816,Tunebo,kw_u006Bu02B7,kʷ,,,headland1997a,kʷ
7817,Tunebo,_u0294,ʔ,,,headland1997a,ʔ
7818,Tunebo,s_u0073,s,,,headland1997a,s
7819,Tunebo,s_u0283,ʃ,,,headland1997a,ʃ
7820,Tunebo,h_u0068,h,,,headland1997a,h
7821,Tunebo,m_u006D,m,,,headland1997a,m
7822,Tunebo,n_u006E,n,,,headland1997a,n
7823,Tunebo,j_u006A,j,,,headland1997a,j
7824,Tunebo,w_u0077,w,,,headland1997a,w
7825,Tunebo,w_u0077u0303,w̃,,,headland1997a,w̃
7826,Tunebo,r_u027E,ɾ,,,headland1997a,ɾ
7827,Tunebo,i_u0069,i,,,headland1997a,i
7828,Tunebo,u_u0075,u,,,headland1997a,u
7829,Tunebo,e_u0065,e,,,headland1997a,e
7830,Tunebo,o_u006F,o,,,headland1997a,o
7831,Tunebo,a_u0061,a,,,headland1997a,a
7832,Tupari,p_u0070,p,,,alves2004b,p
7833,Tupari,t_u0074,t,,,alves2004b,t
7834,Tupari,ts_u0074u0283,tʃ,,,alves2004b,tʃ
7835,Tupari,k_u006B,k,,,alves2004b,k
7836,Tupari,_u0294,ʔ,,,alves2004b,ʔ
7837,Tupari,b_u0062,b,,,alves2004b,b
7838,Tupari,s_u0073,s,,,alves2004b,s
7839,Tupari,h_u0068,h,,,alves2004b,h
7840,Tupari,m_u006D,m,,,alves2004b,m
7841,Tupari,n_u006E,n,,,alves2004b,n
7842,Tupari,ng_u014B,ŋ,,,alves2004b,ŋ
7843,Tupari,j_u006A,j,,,alves2004b,j
7844,Tupari,w_u0077,w,,,alves2004b,w
7845,Tupari,r_u027E,ɾ,,,alves2004b,ɾ
7846,Tupari,i_u0069,i,,,alves2004b,i
7847,Tupari,i_u0069u0303,ĩ,,,alves2004b,ĩ
7848,Tupari,i_u0069u02D0,iː,,,alves2004b,iː
7849,Tupari,i_u0268,ɨ,,,alves2004b,ɨ
7850,Tupari,i_u0268u0303,ɨ̃,,,alves2004b,ɨ̃
7851,Tupari,i_u0268u02D0,ɨː,,,alves2004b,ɨː
7852,Tupari,e_u0065,e,,,alves2004b,e
7853,Tupari,e_u0065u0303,ẽ,,,alves2004b,ẽ
7854,Tupari,e_u0065u02D0,eː,,,alves2004b,eː
7855,Tupari,o_u006F,o,,,alves2004b,o
7856,Tupari,o_u006Fu0303,õ,,,alves2004b,õ
7857,Tupari,o_u006Fu02D0,oː,,,alves2004b,oː
7858,Tupari,a_u0061,a,,,alves2004b,a
7859,Tupari,a_u0061u0303,ã,,,alves2004b,ã
7860,Tupari,a_u0061u02D0,aː,,,alves2004b,aː
7861,Tupinamba,p_u0070,p,,,moore1993c,p
7862,Tupinamba,t_u0074,t,,,moore1993c,t
7863,Tupinamba,k_u006B,k,,,moore1993c,k
7864,Tupinamba,_u0294,ʔ,,,moore1993c,ʔ
7865,Tupinamba,b_u0062,b,,,moore1993c,b
7866,Tupinamba,s_u0073,s,,,moore1993c,s
7867,Tupinamba,s_u0283,ʃ,,,moore1993c,ʃ
